formation info;type formation info;formation magist ere;Class Code;temps rencontre;capacit e r esolution pb;insertion pro;citoyen num erique;Cet enseignement fait partie des mission;Cet enseignement est utile aux apprentis;facilit e mise en oeuvre;objectifs faciles; a l aise avec les connaissances;enseignement code;d ecision enseignement;coll egues enseignent code;mat eriel pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;raison non inscription MOOC;ecriture prog;definition pens ee info;prog affichage;prog tri;d eplacement robot;usages num erique;mettre en ligne;niveau classe;ann ees exp;d epartement;genre;option info;bac;DATE_SAISIE;NUMERO
Non;;;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Assez souvent;Occasionnellement;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Oui;"Achat en ligne;Regarder des vid eos";;"CM1;CM2";18;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 21:24;620
Non;;;;;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Syst ematiquement;Rarement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";CE1;18;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 21:30;621
Non;;;;;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas encore mais j ai l intention de le faire; a la suite d une sollicitation institutionnelle;Oui;Plutot non;Syst ematiquement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CE2;8;74;une femme;Non;Baccalaur eat g en eral ES (anciennement B);02/07/2017 21:36;622
Non;;;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Plutot non;Assez souvent;Jamais;Non;;;;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";7;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 21:37;623
Non;;;;;Pas d accord du tout;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Oui avant la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Rarement;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;Petite section;35;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 21:50;624
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CE2";6;74;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 21:53;625
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Non;Plutot non;Occasionnellement;Occasionnellement;Oui;Vous ne connaissez pas;;;Vous n avez fait que de la programmation en blocs;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CM2";8;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 22:17;626
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Assez souvent;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";20;;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 22:31;627
Non;;;;;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;;;Plutot pas d accord;;Plutot pas d accord;Oui depuis la rentr ee 2016;;Oui;Plutot oui;Jamais;Occasionnellement;Oui;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Petite section;Moyenne section";9;33;une femme;Non;Baccalaur eat g en eral L (anciennement A);02/07/2017 22:27;628
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Rarement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;Moyenne section";30;47;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 22:53;629
Oui durant ma formation initiale;formation en pr esentiel;Non mais il en existe dans mon d epartement;;;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Syst ematiquement;Assez souvent;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CE2;CM2";7;26;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);02/07/2017 22:57;630
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Occasionnellement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);Grande section;33;74;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 06:31;631
Non;;;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Tout  a fait;Assez souvent;Assez souvent;Oui;Vous ne connaissez pas;;;Vous n avez fait que de la programmation en blocs;Oui;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CE2";12;74;un homme;Non;Un titre  etranger au baccalaur eat ou un  equivalent français (DAEU capacit e en droit validation d acquis);03/07/2017 07:12;632
Non;;;;;Plutot d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Plutot oui;Occasionnellement;Assez souvent;Non;;;;Vous n avez fait que de la programmation en blocs;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.);CM2;33;73;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 08:05;633
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016; a la suite d une r eflexion collective;Oui;Tout  a fait;Occasionnellement;Rarement;Oui;Oui;Informatique;;;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";12;74;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 08:05;634
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Tout  a fait d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Assez souvent;Rarement;Oui;Oui;Informatique;;Oui le plus long programme comportait plus de 500 lignes;Non;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM1;37;38;un homme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 08:11;635
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Oui;Plutot oui;Assez souvent;Jamais;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Regarder des vid eos";;"CM1;CE2;CM2";35;73;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 08:21;636
Non;;;;;Plutot d accord;Plutot pas d accord;Tout  a fait d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Syst ematiquement;Assez souvent;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CE2;CM2";18;38;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 08:43;637
Non;;;;;Plutot d accord;;;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Occasionnellement;Rarement;Oui;Oui;"Enseignement;Informatique";;Oui le plus long programme comportait entre 50 et 500 lignes;Non;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM2;24;38;un homme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 08:48;638
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas encore mais j ai l intention de le faire; a la suite d une r eflexion collective;Non;Plutot oui;Assez souvent;Jamais;Oui;Oui;Enseignement;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";1;26;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 09:09;639
Oui en dehors de ma formation initiale;formation avec des amis coll egues;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Non;Plutot non;Assez souvent;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Oui;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM2;25;26;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 09:23;641
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot non;Assez souvent;;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Oui;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";37;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 09:29;643
Non;;;;;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Jamais;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Oui;Non;Non;Non;"Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CM1;CE2;CM2";4;73;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 09:00;644
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CE2";18;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 09:40;645
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Tr es souvent;Non;;;;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Non;"Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CE2";1;73;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 10:34;647
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Assez souvent;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;Moyenne section;CP;CE2;CM2";4;74;une femme;Oui;Baccalaur eat g en eral ES (anciennement B);03/07/2017 11:45;648
Non;;;;;Plutot d accord;Plutot pas d accord;Tout  a fait d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";1;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 11:46;649
Oui en dehors de ma formation initiale;;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Plutot non;Occasionnellement;Rarement;Non;;;;Vous n avez fait que de la programmation en blocs;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Grande section;Moyenne section";2;74;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 11:51;650
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait moins de 50 lignes;Oui;Oui;Oui;;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CM1;CE2;CM2";11;73;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 11:54;651
Oui durant ma formation initiale;formation en pr esentiel;Non mais il en existe dans mon d epartement;;;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016;"de vous-m eme; a la suite d une r eflexion collective; a la suite d une sollicitation institutionnelle";Oui;Plutot oui;Assez souvent;Occasionnellement;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;CP;CE2";20;33;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 11:53;652
Oui en dehors de ma formation initiale;"formation avec des amis coll egues;formation en pr esentiel";Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Plutot oui;Assez souvent;Rarement;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";33;74;un homme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 11:56;653
Non;;;;;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas encore mais j ai l intention de le faire; a la suite d une r eflexion collective;Non;Pas du tout;Assez souvent;Occasionnellement;Oui;Non;;Vous n  etes pas  a l aise avec les outils num eriques;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE2;20;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 12:04;654
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Occasionnellement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Regarder des vid eos";;Grande section;20;74;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 12:04;655
Non;;;;;Plutot d accord;Plutot d accord;;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Occasionnellement;Rarement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Oui;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CM1;CE2;CM2";12;73;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 12:02;656
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Syst ematiquement;Jamais;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Petite section;Moyenne section";27;73;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 12:13;657
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Syst ematiquement;Occasionnellement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait entre 50 et 500 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";11;26;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 12:24;658
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot oui;Syst ematiquement;Tr es souvent;Oui;Non;;Les sujets ne vous int eressent pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Petite section;Moyenne section";10;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 12:40;660
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Occasionnellement;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CE2;20;38;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 12:44;661
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot non;Occasionnellement;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;Moyenne section";7;26;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 12:45;662
Non;;;;;Pas d accord du tout;Pas d accord du tout;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Tout  a fait;Occasionnellement;Rarement;Oui;;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CM1;CE2;CM2";16;26;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 12:52;663
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"Petite section;Grande section;Moyenne section;CP";14;73;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 14:26;665
Non;;;;;Plutot d accord;Plutot pas d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Plutot oui;Occasionnellement;Occasionnellement;Non;;;;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";6;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 14:37;666
Oui durant ma formation initiale;;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Tout  a fait;Syst ematiquement;Assez souvent;Oui;Non;;Les sujets ne vous int eressent pas;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";15;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 15:34;667
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Syst ematiquement;Assez souvent;Non;;;;Oui le plus long programme comportait plus de 500 lignes;Non;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);Moyenne section;1;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 15:49;668
