formation info;OuiInit;OuiHors;Non;type formation info;Famis;FPres;FL;FH;formation magistère;Capacité résolution problème;Insertion professionnelle;Citoyen numérique;Missions école;Transversalité;Facilité de mise en oeuvre;Clarté des objectifs;Aisance avec les connaissances;;décision enseignement;dvm;sollicitcollec;sollicitinstit;collègues enseignent code;matériels ressources pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;LLSH;Enseignement;Informatique;ST;Autre;raisons non inscription MOOC;ecriture prog;definition pensée info;prog affichage;prog tri;prog déplacement robot;usages numériques;AL;RS;Vidéos;Musique;mettre en ligne;Mettreenligne;Mettreenlignepro;Rien;niveau classe;PS;MS;GS;CP;CE1;CE2;CM1;CM2;années exp;département;genre;diplome option info;bac;enseignement code;label
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;Non;1;2;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Oui;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;31;33;F;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;2;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;22;33;F;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;3;3;3;;;FAUX;FAUX;FAUX;Non;1;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;24;44;H;Non;Techno;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CM1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;8;79;;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;2;3;3;3;3;2;;dvm;VRAI;FAUX;FAUX;Non;2;2;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;11;86;H;Non;Techno;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;4;4;4;2;3;2;;"sollicitcollec;sollicitinstit";FAUX;VRAI;VRAI;Non;0;3;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;6;24;H;Non;L;Pasencoremaisoui;3
OuiInit;VRAI;FAUX;FAUX;FH;FAUX;FAUX;FAUX;VRAI;NonNexistePas;4;3;4;3;3;2;2;1;;dvm;VRAI;FAUX;FAUX;Non;0;0;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;GS";VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;2;26;H;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;4;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;3;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"GS;CE1;CP;CE2";FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;4;86;H;Non;ES;Pasencoremaisoui;3
OuiInit;VRAI;FAUX;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;Nonexiste;3;3;3;4;4;3;3;3;;"dvm;sollicitcollec;sollicitinstit";VRAI;VRAI;VRAI;Oui;2;1;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"Musique;RS;Vidéos";FAUX;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;15;;;;;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;3;3;2;3;3;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;12;44;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;2;1;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;30;16;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;3;2;2;2;1;;dvm;VRAI;FAUX;FAUX;Non;2;5;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;33;33;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;1;2;2;;;FAUX;FAUX;FAUX;Non;0;2;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;;FAUX;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;32;7;;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;3;3;3;2;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;15;38;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;3;3;3;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;1;5;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;24;38;H;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;CE1;CP";FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;4;38;;Non;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;2;1;;dvm;VRAI;FAUX;FAUX;Oui;2;1;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;86;H;Oui;S;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;3;3;4;3;3;1;;"dvm;sollicitcollec";VRAI;VRAI;FAUX;Oui;1;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Non;Oui;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;3;;H;Oui;S;Pasencoremaisoui;3
OuiHors;FAUX;VRAI;FAUX;MOOC;FAUX;FAUX;FAUX;FAUX;Oui;3;2;3;3;3;3;3;2;;dvm;VRAI;FAUX;FAUX;Non;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;16;44;F;Non;L;Pasencoremaisoui;3
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;2;3;3;3;3;2;2;2;;"dvm;sollicitinstit";VRAI;FAUX;VRAI;Non;2;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;22;44;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;4;4;3;3;3;;"dvm;sollicitcollec;sollicitinstit";VRAI;VRAI;VRAI;Non;3;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;MS;CP;CE2;CM2";FAUX;VRAI;FAUX;VRAI;FAUX;VRAI;VRAI;VRAI;20;49;F;Non;Techno;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;1;2;2;;dvm;VRAI;FAUX;FAUX;Oui;1;5;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;7;72;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;4;3;2;3;1;;sollicitcollec;FAUX;VRAI;FAUX;Oui;;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;24;72;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;3;2;2;2;2;;;FAUX;FAUX;FAUX;Non;1;2;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;CE1;CP";FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;6;44;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;3;3;3;2;2;2;4;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;17;44;F;Non;Techno;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;4;4;4;2;3;2;;;FAUX;FAUX;FAUX;Non;2;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;Vidéos;FAUX;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;PS;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;35;17;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;3;2;2;2;2;1;;dvm;VRAI;FAUX;FAUX;Non;1;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;16;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;2;1;1;1;2;1;;dvm;VRAI;FAUX;FAUX;Non;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;1;1;1;;sollicitinstit;FAUX;FAUX;VRAI;Non;1;2;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;15;17;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;4;3;3;2;3;1;;dvm;VRAI;FAUX;FAUX;Oui;3;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;8;79;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;1;1;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;21;86;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;4;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;15;86;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;sollicitcollec;FAUX;VRAI;FAUX;Non;0;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;38;79;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;2;2;1;;"sollicitcollec;sollicitinstit";FAUX;VRAI;VRAI;Non;1;2;2;Oui;Oui;"LLSHS;Droit, économie, sciences politiques;Enseignement";VRAI;VRAI;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;20;47;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;1;1;1;;dvm;VRAI;FAUX;FAUX;Non;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;16;33;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;3;2;2;;dvm;VRAI;FAUX;FAUX;Non;1;3;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;15;33;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;2;1;;dvm;VRAI;FAUX;FAUX;Non;1;3;0;Oui;Oui;LLSHS;VRAI;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;30;33;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;3;2;2;1;;dvm;VRAI;FAUX;FAUX;Non;1;5;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;15;38;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;2;3;1;2;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;2;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;24;64;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;3;1;2;1;;dvm;VRAI;FAUX;FAUX;Non;1;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;15;26;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;2;2;1;;sollicitinstit;FAUX;FAUX;VRAI;Oui;1;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CP;CE2";FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;FAUX;FAUX;15;73;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;1;1;1;1;1;1;;sollicitinstit;FAUX;FAUX;VRAI;Oui;1;5;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;8;74;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;2;2;2;;sollicitcollec;FAUX;VRAI;FAUX;;1;0;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;15;38;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;2;3;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;1;5;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"MS;CP;CM2";FAUX;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;7;26;F;Non;L;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;4;3;3;3;3;3;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;23;38;F;Non;L;Pasencoremaisoui;3
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;Nonexiste;3;3;4;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;0;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;MS;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;1;64;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;1;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;3;72;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;2;1;3;1;;dvm;VRAI;FAUX;FAUX;Non;0;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;VRAI;3;85;F;Non;ES;Pasencoremaisoui;3
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;2;1;1;1;;sollicitinstit;FAUX;FAUX;VRAI;Oui;1;5;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Oui;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;3;33;F;Non;ES;Pasencoremaisoui;3
OuiInit;VRAI;FAUX;FAUX;FH;FAUX;FAUX;FAUX;VRAI;NonNexistePas;3;4;3;3;3;2;3;1;;;FAUX;FAUX;FAUX;;1;5;4;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;GS;MS;CP";VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;5;;F;Oui;ES;Pasencoremaisoui;3
