formation info;OuiInit;OuiHors;Non;type formation info;Famis;FPres;FL;FH;formation magistère;Capacité résolution problème;Insertion professionnelle;Citoyen numérique;Missions école;Transversalité;Facilité de mise en oeuvre;Clarté des objectifs;Aisance avec les connaissances;;décision enseignement;dvm;sollicitcollec;sollicitinstit;collègues enseignent code;matériels ressources pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;LLSH;Enseignement;Informatique;ST;Autre;raisons non inscription MOOC;ecriture prog;definition pensée info;prog affichage;prog tri;prog déplacement robot;usages numériques;AL;RS;Vidéos;Musique;mettre en ligne;Mettreenligne;Mettreenlignepro;Rien;niveau classe;PS;MS;GS;CP;CE1;CE2;CM1;CM2;années exp;département;genre;diplome option info;bac;enseignement code;label
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;2;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Oui;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;15;79;F;Non;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;3;3;3;3;3;;sollicitinstit;FAUX;FAUX;VRAI;Non;2;2;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;25;38;F;Non;L;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;4;4;2;1;2;;dvm;VRAI;FAUX;FAUX;Non;2;3;4;Oui;Oui;"LLSHS;Enseignement;Informatique;ST";VRAI;VRAI;VRAI;VRAI;FAUX;;1;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;14;73;F;Non;L;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;2;3;3;2;3;2;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;1;Non;Non;Non;Oui;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;15;74;F;Non;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;3;1;3;2;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;17;26;F;Non;L;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;3;2;;dvm;VRAI;FAUX;FAUX;Oui;1;5;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;1;Oui;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;2;38;F;Non;L;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;4;3;3;3;;dvm;VRAI;FAUX;FAUX;Non;3;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;4;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;28;33;F;Oui;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;2;2;2;2;4;;"dvm;sollicitinstit";VRAI;FAUX;VRAI;Non;0;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;1;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;8;40;F;Oui;L;Oui;1
"OuiInit;OuiHors";VRAI;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;3;3;4;4;4;2;2;1;;dvm;VRAI;FAUX;FAUX;Non;2;3;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Oui;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;12;24;F;Non;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;2;2;4;3;1;1;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Oui;Non;Non;Oui;"AL;Musique;RS";VRAI;VRAI;FAUX;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;30;33;F;Non;S;Ouiavant;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;2;3;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Oui;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"GS;CM1;MS;CP;CM2";FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;VRAI;VRAI;9;26;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;"Famis;FPres";VRAI;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;3;3;2;2;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;35;72;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;4;3;3;2;2;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;2;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;17;53;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;2;3;3;3;2;2;2;;sollicitinstit;FAUX;FAUX;VRAI;Oui;2;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;17;33;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;3;2;3;2;;dvm;VRAI;FAUX;FAUX;Non;1;2;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;12;64;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;Nonexiste;4;3;3;3;2;3;3;2;;sollicitinstit;FAUX;FAUX;VRAI;Oui;2;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Oui;Non;Non;Oui;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Rien;FAUX;FAUX;VRAI;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;29;38;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;"FL;FPres";FAUX;VRAI;VRAI;FAUX;NonNexistePas;4;3;3;3;3;3;2;3;;dvm;VRAI;FAUX;FAUX;Non;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Oui;Non;Oui;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;25;38;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;2;3;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;1;3;;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Oui;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;37;74;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;3;3;3;2;2;2;;sollicitinstit;FAUX;FAUX;VRAI;Oui;2;2;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Non;Oui;Non;Oui;"AL;RS";VRAI;VRAI;FAUX;FAUX;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;12;85;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;1;1;2;;dvm;VRAI;FAUX;FAUX;Non;1;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Oui;Non;Oui;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;11;72;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;4;4;3;2;2;;dvm;VRAI;FAUX;FAUX;Oui;2;2;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;34;16;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;2;2;2;2;2;;dvm;VRAI;FAUX;FAUX;Non;2;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;14;17;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;3;2;1;;dvm;VRAI;FAUX;FAUX;Non;2;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;15;16;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;4;3;2;3;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;3;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Oui;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;28;64;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;3;2;2;;sollicitcollec;FAUX;VRAI;FAUX;Non;2;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;9;64;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;4;4;3;1;1;3;;dvm;VRAI;FAUX;FAUX;Non;3;5;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;8;7;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;3;;dvm;VRAI;FAUX;FAUX;Non;1;3;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Non;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;10;7;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;4;4;3;3;3;2;;dvm;VRAI;FAUX;FAUX;Oui;2;3;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Oui;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;18;38;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;2;2;2;;sollicitinstit;FAUX;FAUX;VRAI;Non;1;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;8;38;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;4;3;3;2;3;2;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;2;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;6;74;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;1;1;3;1;2;1;;dvm;VRAI;FAUX;FAUX;Non;3;3;2;Oui;Oui;Autre;FAUX;FAUX;FAUX;FAUX;VRAI;;1;Non;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;26;38;F;Non;S;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Oui;4;3;3;3;4;3;3;4;;dvm;VRAI;FAUX;FAUX;Oui;2;2;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"GS;MS;CP;CE2;CM2";FAUX;VRAI;VRAI;VRAI;FAUX;VRAI;FAUX;VRAI;3;74;F;Non;S;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;4;4;4;4;4;3;3;4;;"sollicitcollec;sollicitinstit";FAUX;VRAI;VRAI;Oui;3;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"GS;CE1;CM1;CP;CM2";FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;VRAI;VRAI;5;74;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;4;4;4;4;4;4;4;4;;dvm;VRAI;FAUX;FAUX;Oui;2;5;1;Oui;Oui;Informatique;FAUX;FAUX;VRAI;FAUX;FAUX;;4;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;16;44;F;Oui;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;Nonexiste;3;2;2;3;3;3;2;3;;dvm;VRAI;FAUX;FAUX;Non;2;2;0;Oui;Oui;Autre;FAUX;FAUX;FAUX;FAUX;VRAI;;1;Oui;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;15;33;F;Oui;;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;3;3;3;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;15;44;F;Oui;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;3;2;2;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;3;Oui;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;18;33;F;Oui;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;4;4;4;4;2;2;4;;sollicitinstit;FAUX;FAUX;VRAI;Oui;2;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;5;72;F;Oui;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;Oui;3;4;4;4;4;3;4;1;;dvm;VRAI;FAUX;FAUX;Oui;3;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;14;79;H;Non;L;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;4;3;3;3;3;;sollicitcollec;FAUX;VRAI;FAUX;Oui;3;2;2;Oui;Oui;"LLSHS;Enseignement";VRAI;VRAI;FAUX;FAUX;FAUX;;1;Oui;Oui;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;19;85;H;Non;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;2;3;1;1;1;1;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;10;17;H;Non;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;2;2;3;;dvm;VRAI;FAUX;FAUX;Non;1;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"GS;CP";FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;11;24;H;Non;ES;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;1;1;1;1;1;;dvm;VRAI;FAUX;FAUX;Non;2;5;3;Oui;Oui;"Enseignement;Informatique";FAUX;VRAI;VRAI;FAUX;FAUX;;1;Oui;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;17;73;H;Non;L;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;4;2;2;3;;dvm;VRAI;FAUX;FAUX;Non;2;2;1;Oui;Oui;"Enseignement;Informatique";FAUX;VRAI;VRAI;FAUX;FAUX;;3;Non;Oui;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;24;38;H;Non;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;2;1;1;;"dvm;sollicitcollec;sollicitinstit";VRAI;VRAI;VRAI;Non;1;5;4;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;20;24;;Non;L;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;1;3;3;3;3;3;;"dvm;sollicitcollec";VRAI;VRAI;FAUX;Non;1;0;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"Musique;Vidéos";FAUX;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;4;64;H;Non;L;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;FL;FAUX;FAUX;VRAI;FAUX;Oui;3;3;3;3;3;2;3;3;;;FAUX;FAUX;FAUX;Non;2;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;31;44;H;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;NonNexistePas;3;3;3;4;4;2;3;2;;sollicitcollec;FAUX;VRAI;FAUX;Non;2;2;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;34;64;H;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;3;2;3;4;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;4;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;14;44;H;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;dvm;VRAI;FAUX;FAUX;Oui;1;2;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;12;72;H;Non;S;Ouiavant;1
